,latitude,longitude,station_name,climate_id,datetime,temp,feature_id,map
866,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 02:00,18.2,0e31fef3d05311d892e2080020a0f4c9,030M11
867,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 02:00,18.2,582aeb6dc6ce11d892e2080020a0f4c9,030M04
868,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 03:00,17.6,0e31fef3d05311d892e2080020a0f4c9,030M11
869,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 03:00,17.6,582aeb6dc6ce11d892e2080020a0f4c9,030M04
870,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 04:00,17.6,0e31fef3d05311d892e2080020a0f4c9,030M11
871,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 04:00,17.6,582aeb6dc6ce11d892e2080020a0f4c9,030M04
872,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 05:00,17.7,0e31fef3d05311d892e2080020a0f4c9,030M11
873,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 05:00,17.7,582aeb6dc6ce11d892e2080020a0f4c9,030M04
874,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 06:00,17.5,0e31fef3d05311d892e2080020a0f4c9,030M11
875,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 06:00,17.5,582aeb6dc6ce11d892e2080020a0f4c9,030M04
876,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 07:00,17.9,0e31fef3d05311d892e2080020a0f4c9,030M11
877,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 07:00,17.9,582aeb6dc6ce11d892e2080020a0f4c9,030M04
878,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 08:00,19.4,0e31fef3d05311d892e2080020a0f4c9,030M11
879,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 08:00,19.4,582aeb6dc6ce11d892e2080020a0f4c9,030M04
880,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 09:00,21.3,0e31fef3d05311d892e2080020a0f4c9,030M11
881,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 09:00,21.3,582aeb6dc6ce11d892e2080020a0f4c9,030M04
882,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 10:00,22.7,0e31fef3d05311d892e2080020a0f4c9,030M11
883,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 10:00,22.7,582aeb6dc6ce11d892e2080020a0f4c9,030M04
884,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 11:00,23.3,0e31fef3d05311d892e2080020a0f4c9,030M11
885,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 11:00,23.3,582aeb6dc6ce11d892e2080020a0f4c9,030M04
886,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 12:00,23.7,0e31fef3d05311d892e2080020a0f4c9,030M11
887,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 12:00,23.7,582aeb6dc6ce11d892e2080020a0f4c9,030M04
888,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 13:00,23.9,0e31fef3d05311d892e2080020a0f4c9,030M11
889,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 13:00,23.9,582aeb6dc6ce11d892e2080020a0f4c9,030M04
890,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 14:00,25.0,0e31fef3d05311d892e2080020a0f4c9,030M11
891,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 14:00,25.0,582aeb6dc6ce11d892e2080020a0f4c9,030M04
892,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 15:00,24.6,0e31fef3d05311d892e2080020a0f4c9,030M11
893,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 15:00,24.6,582aeb6dc6ce11d892e2080020a0f4c9,030M04
894,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 16:00,24.6,0e31fef3d05311d892e2080020a0f4c9,030M11
895,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 16:00,24.6,582aeb6dc6ce11d892e2080020a0f4c9,030M04
896,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 17:00,24.0,0e31fef3d05311d892e2080020a0f4c9,030M11
897,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 17:00,24.0,582aeb6dc6ce11d892e2080020a0f4c9,030M04
898,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 18:00,22.7,0e31fef3d05311d892e2080020a0f4c9,030M11
899,43.0,-80.0,TORONTO CITY,6158355,2024-09-19 18:00,22.7,582aeb6dc6ce11d892e2080020a0f4c9,030M04
